"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","215","vehicle appears in at least one film","","Tue Mar 31 19:40:09 UTC 2026","passed","Tue Mar 31 19:40:09 UTC 2026","Vehicles – Detail","vehicles.spec.ts","",""
"","235","get vehicle 6 returns T-16 skyhopper","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","Vehicles – Parametrized","parametrized.spec.ts","",""
"","1412","get starship 10 returns Millennium Falcon","","Tue Mar 31 19:40:02 UTC 2026","passed","Tue Mar 31 19:40:03 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","188","person has a valid homeworld URL","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","People – Detail","people.spec.ts","",""
"","342","get species by ID returns Human","","Tue Mar 31 19:40:05 UTC 2026","passed","Tue Mar 31 19:40:05 UTC 2026","Species – Detail","species.spec.ts","",""
"","189","person 4 responds within SLA","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","309","get planet by ID returns Tatooine","","Tue Mar 31 19:39:57 UTC 2026","passed","Tue Mar 31 19:39:57 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","172","search films with nonsense term returns empty","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Films – List","films.spec.ts","",""
"","216","search planets with nonsense term returns empty","","Tue Mar 31 19:39:57 UTC 2026","passed","Tue Mar 31 19:39:57 UTC 2026","Planets – List","planets.spec.ts","",""
"","654","get starship 3 returns Star Destroyer","","Tue Mar 31 19:40:01 UTC 2026","passed","Tue Mar 31 19:40:01 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","166","very large page number returns 404","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","168","get planet 3 returns Yavin IV","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","219","person 3 responds within SLA","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","494","get film 4 returns 'The Phantom Menace' (Episode 1)","","Tue Mar 31 19:39:56 UTC 2026","passed","Tue Mar 31 19:39:57 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","569","get vehicle 8 returns TIE/LN starfighter","","Tue Mar 31 19:40:00 UTC 2026","passed","Tue Mar 31 19:40:00 UTC 2026","Vehicles – Parametrized","parametrized.spec.ts","",""
"","194","get vehicle 4 returns Sand Crawler","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","Vehicles – Parametrized","parametrized.spec.ts","",""
"","552","get starship by ID returns Death Star","","Tue Mar 31 19:40:04 UTC 2026","passed","Tue Mar 31 19:40:04 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","170","get person 4 returns Darth Vader","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","268","get species 6 returns Yoda's species","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","756","search starships with nonsense term returns empty","","Tue Mar 31 19:40:03 UTC 2026","passed","Tue Mar 31 19:40:04 UTC 2026","Starships – List","starships.spec.ts","",""
"","307","get all planets returns paginated results","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Planets – List","planets.spec.ts","",""
"","238","non-existent starship returns 404","","Tue Mar 31 19:40:05 UTC 2026","passed","Tue Mar 31 19:40:06 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","163","film response passes Zod schema validation","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Films – Detail","films.spec.ts","",""
"","460","species page size is at most 10","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","Species – List","species.spec.ts","",""
"","148","non-numeric page parameter returns 404","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","153","search with special characters returns empty","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","312","person response passes Zod schema validation","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","People – Detail","people.spec.ts","",""
"","4257","species pagination returns different results per page","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:40:04 UTC 2026","Species – List","species.spec.ts","",""
"","326","get planet 8 returns Naboo","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:55 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","217","search films by title returns matching results","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Films – List","films.spec.ts","",""
"","475","get film 2 returns 'The Empire Strikes Back' (Episode 5)","","Tue Mar 31 19:39:55 UTC 2026","passed","Tue Mar 31 19:39:56 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","422","get film 6 returns 'Revenge of the Sith' (Episode 3)","","Tue Mar 31 19:39:57 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","204","get person 2 returns C-3PO","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","159","non-existent films ID 9999 returns 404","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","172","person appears in at least one film","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","People – Detail","people.spec.ts","",""
"","251","get starship 2 returns CR90 corvette","","Tue Mar 31 19:40:01 UTC 2026","passed","Tue Mar 31 19:40:01 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","527","get film 3 returns 'Return of the Jedi' (Episode 6)","","Tue Mar 31 19:39:56 UTC 2026","passed","Tue Mar 31 19:39:56 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","182","search vehicles by name returns matching results","","Tue Mar 31 19:40:08 UTC 2026","passed","Tue Mar 31 19:40:08 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","173","get planet 5 returns Dagobah","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","274","search species with nonsense term returns empty","","Tue Mar 31 19:40:04 UTC 2026","passed","Tue Mar 31 19:40:05 UTC 2026","Species – List","species.spec.ts","",""
"","184","get species 2 returns Droid","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","161","film has correct release date","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Films – Detail","films.spec.ts","",""
"","210","get person 5 returns Leia Organa","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","282","get species 5 returns Hutt","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","218","get species 1 returns Human","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","911","film characters resolve to valid people","","Tue Mar 31 19:40:05 UTC 2026","passed","Tue Mar 31 19:40:06 UTC 2026","Cross-Resource – Chaining","parametrized.spec.ts","",""
"","949","get starship 12 returns X-wing","","Tue Mar 31 19:40:03 UTC 2026","passed","Tue Mar 31 19:40:04 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","214","person 1 responds within SLA","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","204","get planet 1 returns Tatooine","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","333","planet has residents","","Tue Mar 31 19:39:57 UTC 2026","passed","Tue Mar 31 19:39:57 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","221","non-existent person returns 404","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","People – Detail","people.spec.ts","",""
"","273","planet response passes Zod schema validation","","Tue Mar 31 19:39:57 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","161","get planet 2 returns Alderaan","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Planets – Parametrized","parametrized.spec.ts","",""
"","507","get film 1 returns 'A New Hope' (Episode 4)","","Tue Mar 31 19:39:55 UTC 2026","passed","Tue Mar 31 19:39:55 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","721","get all vehicles returns paginated results","","Tue Mar 31 19:40:06 UTC 2026","passed","Tue Mar 31 19:40:06 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","442","get starship 9 returns Death Star","","Tue Mar 31 19:40:01 UTC 2026","passed","Tue Mar 31 19:40:02 UTC 2026","Starships – Parametrized","parametrized.spec.ts","",""
"","823","get person 1 returns Luke Skywalker","","Tue Mar 31 19:39:51 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","1224","planets pagination returns different results per page","","Tue Mar 31 19:39:55 UTC 2026","passed","Tue Mar 31 19:39:56 UTC 2026","Planets – List","planets.spec.ts","",""
"","145","non-existent planets ID 9999 returns 404","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","146","root response lists all six resources","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Root Endpoint","root.spec.ts","",""
"","173","get species 3 returns Wookie","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","172","vehicle response passes Zod schema validation","","Tue Mar 31 19:40:09 UTC 2026","passed","Tue Mar 31 19:40:09 UTC 2026","Vehicles – Detail","vehicles.spec.ts","",""
"","788","person homeworld URL resolves to a valid planet","","Tue Mar 31 19:40:04 UTC 2026","passed","Tue Mar 31 19:40:05 UTC 2026","Cross-Resource – Chaining","parametrized.spec.ts","",""
"","184","person 5 responds within SLA","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","415","empty search term returns all results","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","387","starship has correct manufacturer","","Tue Mar 31 19:40:04 UTC 2026","passed","Tue Mar 31 19:40:05 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","313","search people by name returns matching results","","Tue Mar 31 19:39:57 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","People – List","people.spec.ts","",""
"","833","vehicles pagination returns different results per page","","Tue Mar 31 19:40:07 UTC 2026","passed","Tue Mar 31 19:40:08 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","150","non-existent starships ID 9999 returns 404","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","400","species has correct language","","Tue Mar 31 19:40:05 UTC 2026","passed","Tue Mar 31 19:40:06 UTC 2026","Species – Detail","species.spec.ts","",""
"","723","invalid page parameter returns 404","","Tue Mar 31 19:39:51 UTC 2026","passed","Tue Mar 31 19:39:51 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","151","non-existent endpoint returns 404","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","160","non-existent vehicles ID 9999 returns 404","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","162","film has planets","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Films – Detail","films.spec.ts","",""
"","157","person 2 responds within SLA","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","661","get film 5 returns 'Attack of the Clones' (Episode 2)","","Tue Mar 31 19:39:57 UTC 2026","passed","Tue Mar 31 19:39:57 UTC 2026","Films – Parametrized","parametrized.spec.ts","",""
"","369","species response passes Zod schema validation","","Tue Mar 31 19:40:06 UTC 2026","passed","Tue Mar 31 19:40:06 UTC 2026","Species – Detail","species.spec.ts","",""
"","434","vehicles page size is at most 10","","Tue Mar 31 19:40:06 UTC 2026","passed","Tue Mar 31 19:40:07 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","270","get all starships returns paginated results","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:39:59 UTC 2026","Starships – List","starships.spec.ts","",""
"","156","root endpoint returns HTTP 200","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Root Endpoint","root.spec.ts","",""
"","183","non-existent species ID 9999 returns 404","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","1858","people pagination returns different results per page","","Tue Mar 31 19:39:55 UTC 2026","passed","Tue Mar 31 19:39:57 UTC 2026","People – List","people.spec.ts","",""
"","696","planets page size is at most 10","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:55 UTC 2026","Planets – List","planets.spec.ts","",""
"","694","search species by name returns matching results","","Tue Mar 31 19:40:04 UTC 2026","passed","Tue Mar 31 19:40:04 UTC 2026","Species – List","species.spec.ts","",""
"","260","film has characters","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Films – Detail","films.spec.ts","",""
"","148","non-existent film returns 404","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Films – Detail","films.spec.ts","",""
"","943","get all films returns paginated results","","Tue Mar 31 19:39:51 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","Films – List","films.spec.ts","",""
"","223","search vehicles with nonsense term returns empty","","Tue Mar 31 19:40:08 UTC 2026","passed","Tue Mar 31 19:40:08 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","170","non-existent people ID 9999 returns 404","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:53 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","188","search people with nonsense term returns empty","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","People – List","people.spec.ts","",""
"","194","trailing-slash-less URL redirects or works","","Tue Mar 31 19:39:53 UTC 2026","passed","Tue Mar 31 19:39:54 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","273","get vehicle 7 returns X-34 landspeeder","","Tue Mar 31 19:39:59 UTC 2026","passed","Tue Mar 31 19:40:00 UTC 2026","Vehicles – Parametrized","parametrized.spec.ts","",""
"","298","search planets by name returns matching results","","Tue Mar 31 19:39:56 UTC 2026","passed","Tue Mar 31 19:39:56 UTC 2026","Planets – List","planets.spec.ts","",""
"","1082","people page size is at most 10","","Tue Mar 31 19:39:54 UTC 2026","passed","Tue Mar 31 19:39:55 UTC 2026","People – List","people.spec.ts","",""
"","2398","starships pagination returns different results per page","","Tue Mar 31 19:40:00 UTC 2026","passed","Tue Mar 31 19:40:02 UTC 2026","Starships – List","starships.spec.ts","",""
"","171","non-existent planet returns 404","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","305","get vehicle 14 returns Snowspeeder","","Tue Mar 31 19:40:00 UTC 2026","passed","Tue Mar 31 19:40:01 UTC 2026","Vehicles – Parametrized","parametrized.spec.ts","",""
"","364","vehicle has correct manufacturer","","Tue Mar 31 19:40:09 UTC 2026","passed","Tue Mar 31 19:40:09 UTC 2026","Vehicles – Detail","vehicles.spec.ts","",""
"","482","species people are valid persons","","Tue Mar 31 19:40:07 UTC 2026","passed","Tue Mar 31 19:40:07 UTC 2026","Cross-Resource – Chaining","parametrized.spec.ts","",""
"","330","starship appears in at least one film","","Tue Mar 31 19:40:05 UTC 2026","passed","Tue Mar 31 19:40:05 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","247","get person 3 returns R2-D2","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","533","SWAPI contains exactly 6 films","","Tue Mar 31 19:39:52 UTC 2026","passed","Tue Mar 31 19:39:52 UTC 2026","Films – List","films.spec.ts","",""
"","296","starship response passes Zod schema validation","","Tue Mar 31 19:40:05 UTC 2026","passed","Tue Mar 31 19:40:05 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","158","root resource URLs are valid","","Tue Mar 31 19:39:58 UTC 2026","passed","Tue Mar 31 19:39:58 UTC 2026","Root Endpoint","root.spec.ts","",""
