"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","304","film response passes Zod schema validation","","Tue Mar 31 15:19:08 UTC 2026","passed","Tue Mar 31 15:19:08 UTC 2026","Films – Detail","films.spec.ts","",""
"","178","get species 1 returns Human","","Tue Mar 31 15:19:11 UTC 2026","passed","Tue Mar 31 15:19:11 UTC 2026","Species – Parametrized","parametrized.spec.ts","",""
"","968","get all films returns paginated results","","Tue Mar 31 15:19:04 UTC 2026","passed","Tue Mar 31 15:19:05 UTC 2026","Films – List","films.spec.ts","",""
"","172","non-existent people ID 9999 returns 404","","Tue Mar 31 15:19:07 UTC 2026","passed","Tue Mar 31 15:19:07 UTC 2026","Negative – Edge Cases","negative.spec.ts","",""
"","169","vehicle response passes Zod schema validation","","Tue Mar 31 15:19:17 UTC 2026","passed","Tue Mar 31 15:19:17 UTC 2026","Vehicles – Detail","vehicles.spec.ts","",""
"","365","get all species returns paginated results","","Tue Mar 31 15:19:12 UTC 2026","passed","Tue Mar 31 15:19:12 UTC 2026","Species – List","species.spec.ts","",""
"","844","get person 1 returns Luke Skywalker","","Tue Mar 31 15:19:04 UTC 2026","passed","Tue Mar 31 15:19:05 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","201","starship has correct manufacturer","","Tue Mar 31 15:19:14 UTC 2026","passed","Tue Mar 31 15:19:14 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","300","get all vehicles returns paginated results","","Tue Mar 31 15:19:15 UTC 2026","passed","Tue Mar 31 15:19:15 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","718","planets pagination returns different results per page","","Tue Mar 31 15:19:09 UTC 2026","passed","Tue Mar 31 15:19:10 UTC 2026","Planets – List","planets.spec.ts","",""
"","174","search starships with nonsense term returns empty","","Tue Mar 31 15:19:13 UTC 2026","passed","Tue Mar 31 15:19:14 UTC 2026","Starships – List","starships.spec.ts","",""
"","243","get starship by ID returns Death Star","","Tue Mar 31 15:19:14 UTC 2026","passed","Tue Mar 31 15:19:14 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","175","search films with nonsense term returns empty","","Tue Mar 31 15:19:07 UTC 2026","passed","Tue Mar 31 15:19:07 UTC 2026","Films – List","films.spec.ts","",""
"","364","planet residents are valid people","","Tue Mar 31 15:19:15 UTC 2026","passed","Tue Mar 31 15:19:15 UTC 2026","Cross-Resource – Chaining","parametrized.spec.ts","",""
"","477","vehicles pagination returns different results per page","","Tue Mar 31 15:19:15 UTC 2026","passed","Tue Mar 31 15:19:16 UTC 2026","Vehicles – List","vehicles.spec.ts","",""
"","172","planet has residents","","Tue Mar 31 15:19:11 UTC 2026","passed","Tue Mar 31 15:19:11 UTC 2026","Planets – Detail","planets.spec.ts","",""
"","296","search films by title returns matching results","","Tue Mar 31 15:19:06 UTC 2026","passed","Tue Mar 31 15:19:07 UTC 2026","Films – List","films.spec.ts","",""
"","232","starship response passes Zod schema validation","","Tue Mar 31 15:19:15 UTC 2026","passed","Tue Mar 31 15:19:15 UTC 2026","Starships – Detail","starships.spec.ts","",""
"","180","person 2 responds within SLA","","Tue Mar 31 15:19:07 UTC 2026","passed","Tue Mar 31 15:19:07 UTC 2026","People – Parametrized","parametrized.spec.ts","",""
"","175","non-existent species returns 404","","Tue Mar 31 15:19:14 UTC 2026","passed","Tue Mar 31 15:19:15 UTC 2026","Species – Detail","species.spec.ts","",""
"","161","root endpoint returns HTTP 200","","Tue Mar 31 15:19:11 UTC 2026","passed","Tue Mar 31 15:19:11 UTC 2026","Root Endpoint","root.spec.ts","",""
